Rank	Organism	Nucleotides	Entries
7388	Macrosiagon limbatum	19270546	26485
7389	Helicobacter bilis	19257763	4950
7390	Streptomyces ruber	19257578	567
7391	Velia caprai	19255972	25706
7392	Cryptococcus neoformans var. grubii Bt85	19238576	39
7393	Pseudomonas syringae pv. persicae	19237544	674
7394	Melanopsichium pennsylvanicum 4	19231573	435
7395	Plasmodium falciparum UGT5.1	19227821	6335
7396	Singulisphaera acidiphila DSM 18658	19226048	625
7397	Dactylorhiza fuchsii	19218221	53663
7398	Cryptococcus neoformans var. neoformans JEC21	19203141	122
7399	Baccha elongata	19202760	20501
7400	Salmonella enterica subsp. enterica serovar Panama	19196527	4288
7401	Picea engelmannii x Picea glauca	19195050	28197
7402	Myxoma virus	19182900	588
7403	Thermomyces lanuginosus SSBP	19157328	312
7404	Pseudomonas aeruginosa E2	19140945	253
7405	uncultured Glomeromycotina	19138860	39542
7406	uncultured rumen bacterium	19135474	18860
7407	Bacillus sporothermodurans	19134218	1933
7408	Streptomyces sp. SceaMP-e96	19125995	216
7409	cf. Paracnephia sp. Prosim 2	19123154	17017
7410	Barnadesia spinosa	19118501	28490
7411	Streptomyces bicolor	19112847	416
7412	Plectranthus aromaticus	19110324	42058
7413	Caldiserica bacterium	19101981	1920
7414	Streptacidiphilus jiangxiensis	19082170	205
7415	Nocardia brasiliensis	19079187	380
7416	Streptomyces rimosus subsp. pseudoverticillatus	19074690	9320
7417	Salmonella enterica subsp. houtenae serovar 50:g,z51:-	19069141	484
7418	Phaffia rhodozyma	19066509	522
7419	Peltaster fructicola	19055941	58
7420	Armatimonadetes bacterium	19050257	1987
7421	Cryptococcus neoformans var. neoformans XL280	19049915	37
7422	Salmonella enterica subsp. enterica serovar Ealing	19048157	291
7423	Anaerotruncus colihominis	19043138	359
7424	Bacillus thuringiensis serovar galleriae	19038844	520
7425	Methylobacterium indicum	19033071	1318
7426	Candidatus Pelagibacter sp.	19030340	1003
7427	Cardiocladius sp. GF1	19022139	15214
7428	Verticia nigra	19003833	16544
7429	Gymnosoma nitens	18978139	25542
7430	Pseudomonas syringae pv. avii	18977941	683
7431	Lentzea flaviverrucosa	18951463	71
7432	Oblitimonas alkaliphila	18951262	16
7433	Cryptococcus neoformans var. grubii H99	18934517	27
7434	Cryptococcus neoformans var. grubii Br795	18930238	625
7435	Amycolatopsis sp. BJA-103	18925717	53
7436	Rhodobacter sphaeroides 2.4.1	18923059	420
7437	Salmonella enterica subsp. enterica serovar Michigan	18916124	209
7438	Cryptococcus neoformans var. grubii 125.91	18910907	37
7439	Actinomadura madurae	18905529	6307
7440	Methylotenera sp.	18905214	1748
7441	Microphallus sp. 'livelyi'	18899019	15423
7442	Brevibacillus formosus	18894654	141
7443	Clostridium tyrobutyricum	18893474	503
7444	Cryptococcus neoformans var. grubii C23	18885614	107
7445	Bacillus thuringiensis serovar japonensis	18883377	556
7446	Salmonella enterica subsp. arizonae	18882375	153
7447	Cryptococcus neoformans var. grubii Bt120	18851366	31
7448	Hydrometra stagnorum	18849804	31051
7449	Helianthus paradoxus	18845612	31146
7450	Lysobacter capsici	18833111	53
7451	Methylorubrum populi	18826391	341
7452	Cryptococcus neoformans var. grubii A1-35-8	18819906	557
7453	Cryptococcus neoformans var. grubii A5-35-17	18811654	592
7454	Paragymnodinium shiwhaense	18810866	20199
7455	Komagataella phaffii	18807284	62
7456	Tsukamurella pulmonis	18796901	466
7457	Cryptococcus neoformans var. grubii Bt63	18793220	53
7458	Komagataella phaffii CBS 7435	18785934	9
7459	Salmonella enterica subsp. houtenae serovar 40gt:-	18784860	363
7460	x Vandachostylis hybrid cultivar	18776794	31470
7461	Sporobolus stapfianus	18771161	46588
7462	Streptomyces capuensis	18769716	462
7463	Legionella taurinensis	18757659	449
7464	Planotortrix excessana	18751810	18710
7465	Vibrio cidicii	18739974	489
7466	Escherichia coli str. K-12 substr. W3110	18738717	136
7467	Caulobacteraceae bacterium	18735396	1704
7468	Nocardia vulneris	18728587	223
7469	Cryptococcus neoformans var. grubii Bt15	18726126	33
7470	Candidatus Acetothermia bacterium	18713149	3529
7471	Tistrella sp.	18709177	461
7472	Hydrochara caraboides	18708104	25282
7473	Tilletiaria anomala UBC 951	18704010	289
7474	Cryptococcus neoformans var. neoformans B-3501A	18701087	197
7475	Dactylopius coccus	18689646	1625
7476	Komagataella phaffii GS115	18679135	14
7477	Blautia producta	18674283	1240
7478	Ustilago tritici	18674204	203
7479	Cryptococcus neoformans var. grubii A2-102-5	18668348	47
7480	Salmonella enterica subsp. enterica serovar Edinburgh	18663056	808
7481	Paracoccus yeei	18659923	294
7482	Bifidobacterium pseudolongum subsp. globosum	18659562	416
7483	Cryptococcus neoformans var. grubii Ze90-1	18658870	164
7484	Cryptococcus neoformans var. grubii CHC193	18648543	519
7485	Stevenia sp. StevSp012	18645371	19333
7486	Streptomyces aureocirculatus	18645191	440
7487	Cryptococcus neoformans var. grubii D17-1	18639132	537
7488	Cryptococcus neoformans var. grubii AD1-83a	18636876	498
7489	Tilletiopsis washingtonensis	18636623	315
7490	Cryptococcus neoformans var. grubii c8	18629901	158
7491	Cryptococcus neoformans var. grubii AD2-60a	18629733	168
7492	Staphylococcus caprae	18609503	672
7493	Pseudomonas palleroniana	18608479	137
7494	Penicillidia dufourii	18599913	20120
7495	Cryptococcus neoformans var. grubii Th84	18598528	118
7496	Leptospira interrogans serovar Manilae	18588031	300
7497	Hepatitis C virus subtype 1b	18586470	23625
7498	Salmonella enterica subsp. enterica serovar Oslo	18577900	659
7499	Cryptococcus neoformans var. grubii Tu401-1	18574041	49
7500	Cryptococcus neoformans var. grubii Tu259-1	18573228	120
7501	Actinoplanes sp. SE50/110	18572680	49
7502	Tegula atra	18554284	43089
7503	Halobacteroidaceae bacterium	18552117	2012
7504	Synura sp. LO234KE	18538824	43119
7505	Amycolatopsis keratiniphila	18532537	9
7506	Sporisorium reilianum f. sp. reilianum	18523340	24
7507	Gloiopeltis furcata	18522396	13018
7508	Streptomyces puniciscabiei	18516292	644
7509	Geobacillus thermodenitrificans	18515270	570
7510	Cryptococcus neoformans var. grubii MW-RSA1955	18512298	487
7511	Cryptococcus neoformans var. grubii Bt1	18502290	52
7512	Streptomyces durhamensis	18494016	3391
7513	Plasmodium vinckei brucechwatti	18492698	51
7514	Pseudogonia rufifrons	18488808	23445
7515	Sporisorium reilianum SRZ2	18476874	45
7516	Cryptococcus neoformans var. grubii AD1-7a	18468517	313
7517	Pseudozyma sp. F8B2	18464297	62
7518	Cryptococcus neoformans var. grubii Gb118	18452313	68
7519	Cryptococcus neoformans var. grubii MW-RSA36	18447467	457
7520	Muricauda sp.	18447070	664
7521	Amycolatopsis azurea DSM 43854	18441363	208
7522	Pseudozyma hubeiensis SY62	18435583	160
7523	wasp metagenome	18435504	19710
7524	Salmacisia buchloeana	18428986	337
7525	Pseudoclostridium thermosuccinogenes	18422728	444
7526	Nocardia terpenica	18417456	35
7527	Melanostoma scalare	18406212	21165
7528	Enterovirus A71	18400287	13052
7529	Pseudomonas syringae pv. papulans	18398445	664
7530	Rhodococcus koreensis JCM 10743 = NBRC 100607	18398269	4323
7531	Notonecta glauca	18390152	22678
7532	Cryptococcus gattii WM276	18374760	14
7533	uncultured Treponema sp.	18365429	4902
7534	Salmonella enterica subsp. enterica serovar Moero	18361952	4
7535	Pseudomonas amygdali pv. tabaci str. ATCC 11528	18356329	3036
7536	Aquitalea magnusonii	18336407	801
7537	Rhodococcus opacus PD630	18335190	513
7538	Haematobia irritans irritans	18333481	16939
7539	Moesziomyces sp. F16C1	18325855	94
7540	Vibrio sinaloensis	18316275	412
7541	Acidipropionibacterium acidipropionici	18311513	51
7542	Middle East respiratory syndrome-related coronavirus	18291197	1181
7543	Moesziomyces sp. F5C1	18287837	117
7544	Salmonella enterica subsp. enterica serovar Grumpensis	18281721	448
7545	Delia antiqua	18279345	29998
7546	Salmonella bongori	18277981	382
7547	Moesziomyces antarcticus	18268925	472
7548	Aciculoconidium aculeatum	18247149	840
7549	Pseudomonas syringae pv. daphniphylli	18239972	1262
7550	Pseudomonas savastanoi pv. fraxini	18227499	1046
7551	Ophiorrhiza pumila	18225634	35201
7552	Candidatus Parcubacteria bacterium	18219163	728
7553	Cryptococcus gattii VGIII	18218225	2226
7554	Metschnikowia sp. 04-218.3	18216584	2198
7555	Staphylococcus vitulinus	18211298	1539
7556	Staphylococcus nepalensis	18202998	2058
7557	Thamnocephalis sphaerospora	18197576	1449
7558	Eurychaeta muscaria	18197463	17962
7559	Pseudomonas coronafaciens pv. porri	18189684	1126
7560	Cryptococcus neoformans var. grubii c45	18184845	530
7561	Plasmodium falciparum VS/1	18167007	9898
7562	Rhodothermaceae bacterium	18151617	496
7563	Lelliottia amnigena	18149013	301
7564	Mycolicibacterium aurum	18139137	106
7565	Thraustochytrium sp. ATCC 26185	18127109	10774
7566	uncultured clade C Symbiodinium sp.	18107865	22799
7567	Bacillus thuringiensis serovar alesti	18097542	954
7568	Aphelocoma wollweberi wollweberi	18092459	30267
7569	Chauliops fallax	18087668	28315
7570	Leptosphaeria maculans	18077162	42522
7571	Marinateneraspora sediminis	18065698	1633
7572	Centris flavifrons	18042879	40699
7573	Aeromonas enteropelogenes	18037471	377
7574	Cryptococcus gattii NT-10	18032565	226
7575	Pseudomonas amygdali pv. myricae	18031573	695
7576	Meira nashicola	18027590	76
7577	Vibrio mimicus	18018314	376
7578	Bradyrhizobium valentinum	18014476	508
7579	Streptomyces aureus	18009214	932
7580	Stenotrophomonas pavanii	17988522	412
7581	Ogataea polymorpha	17987248	191
7582	Cryptococcus neoformans var. grubii MW-RSA852	17986510	574
7583	Bacillus aquimaris	17978685	833
7584	Leptospira kirschneri	17958087	1198
7585	Bacteroides faecis	17941929	623
7586	Microvirga massiliensis	17937713	840
7587	Bacteroides sp. D20	17927557	278
7588	Infectious bronchitis virus	17927430	8018
7589	Moesziomyces aphidis DSM 70725	17921702	42
7590	Leishmania major	17921397	22862
7591	Kitasatospora purpeofusca	17909536	11306
7592	Bradymonadales bacterium	17907967	1938
7593	Mycolicibacterium diernhoferi	17900456	885
7594	Streptomyces bottropensis ATCC 25435	17874267	126
7595	Cryptococcus gattii VGII	17867438	325
7596	Raoultella terrigena	17859580	293
7597	SAR86 cluster bacterium	17845414	575
7598	Artemia franciscana	17842876	38967
7599	Sporobolomyces roseus IAM 13481	17841963	27048
7600	Moesziomyces antarcticus T-34	17836442	761
7601	Candidatus Korarchaeota archaeon	17832687	3887
7602	Platypeza anthrax	17824408	11959
7603	Legionella pneumophila serogroup 1	17800895	411
7604	Streptomyces sp. NRRL B-24085	17794083	1384
7605	Cutibacterium acnes subsp. defendens	17784342	174
7606	Geobacillus thermoleovorans	17780459	656
7607	Neisseria sicca	17775117	708
7608	Nadsonia fulvescens var. fulvescens NRRL Y-12810	17772825	14721
7609	Perca flavescens	17767132	22729
7610	Bradyrhizobium algeriense	17757954	1133
7611	Holtermanniella nyarrowii	17751105	55
7612	Cryptococcus gattii Ru294	17739339	163
7613	Yersinia aldovae	17739215	357
7614	Dumontia simplex	17731939	13294
7615	Candidatus Marithrix sp. Canyon 246	17725285	710
7616	Phytomonas francai	17724347	99
7617	Chromatiales bacterium	17723512	1166
7618	Magnusiomyces capitatus CNRMA 12.647	17715251	339
7619	Bradyrhizobium pachyrhizi	17713386	295
7620	Pseudomonas alcaligenes	17705305	368
7621	Pseudomonas graminis	17701046	407
7622	Anguillicola crassus	17697107	8954
7623	Paenibacillus larvae subsp. larvae	17686206	33
7624	Roseovarius indicus	17680056	351
7625	Hebecnema umbratica	17672353	23827
7626	Paracoccus sanguinis	17661479	1052
7627	Diploptera punctata	17654007	28036
7628	Bacillus thuringiensis serovar darmstadiensis	17653895	1257
7629	Cryptococcus gattii E566	17646708	183
7630	Ctenopseustis obliquana	17643628	17537
7631	Metatropis rufescens	17631634	23852
7632	Atrichopogon sp. Cera GD1	17595540	20891
7633	Saldula saltatoria	17572136	29291
7634	Streptococcus oralis subsp. dentisani	17571768	243
7635	Musa acuminata	17570127	25280
7636	Canis lupus	17567180	27361
7637	Cryptococcus gattii VGIV IND107	17564063	98
7638	Paraburkholderia kirstenboschensis	17563431	2242
7639	Clostridiaceae bacterium	17561276	1934
7640	Pelagibacteraceae bacterium	17551774	693
7641	Cellulosimicrobium cellulans	17532890	606
7642	Cryptococcus gattii EJB2	17532368	347
7643	uncultured Acidobacteria bacterium	17512805	21610
7644	Asobara tabida	17501339	32831
7645	Mycobacterium haemophilum	17493410	327
7646	Cryptococcus gattii CA1280	17485947	168
7647	Thielavia terrestris	17483707	29171
7648	Fannia canicularis	17481729	12581
7649	Rhyacophila fasciata	17476360	34759
7650	Kockovaella imperatae	17475505	50
7651	Rhodococcus wratislaviensis	17467548	285
7652	Guizotia abyssinica	17466164	25732
7653	Yangia pacifica	17465608	108
7654	Methylorubrum extorquens	17464840	1010
7655	Acidovorax carolinensis	17464000	14
7656	Streptococcus pasteurianus	17463497	509
7657	Ascoidea rubescens DSM 1968	17458255	326
7658	Mycobacterium scrofulaceum	17447934	1022
7659	uncultured Lentisphaerae bacterium	17445771	1434
7660	Aphelocoma californica obscura	17442122	50342
7661	Methylobacter sp.	17414289	1334
7662	Pseudomonas savastanoi pv. nerii	17412441	832
7663	Grateloupia livida	17411701	10755
7664	Rodentibacter heylii	17411302	861
7665	Herbaspirillum rubrisubalbicans	17400367	151
7666	Cryptococcus gattii VGII CA1014	17394721	89
7667	Cryptococcus gattii CA1873	17389909	94
7668	Pseudomonas amygdali	17382348	917
7669	Cryptococcus gattii VGII 2001/935-1	17377527	111
7670	Streptomyces pactum	17376597	134
7671	Cryptococcus gattii VGII CBS 10090	17372417	106
7672	Nocardia donostiensis	17363055	210
7673	Cryptococcus gattii VGII MMRL2647	17358451	96
7674	Brassica oleracea var. alboglabra	17355431	30926
7675	Pinus flexilis	17351474	16501
7676	Cryptococcus gattii VGII 99/473	17344500	139
7677	Metaphycus flavus	17343692	19336
7678	Cryptococcus gattii VGII LA55	17329976	163
7679	Cryptococcus gattii VGII Ram5	17323763	106
7680	Kalmanozyma brasiliensis GHG001	17323034	132
7681	Lipomyces kononenkoae	17312768	750
7682	Bacillus sp. (in: Bacteria)	17311308	13264
7683	Candidatus Aenigmarchaeota archaeon	17301094	2808
7684	Lentzea albidocapillata	17294235	175
7685	Nocardia pseudobrasiliensis	17291679	2101
7686	Pseudomonas amygdali pv. dendropanacis	17289136	845
7687	Meira miltonrushii	17285810	144
7688	Lysobacter antibioticus	17283115	241
7689	Caballeronia cordobensis	17259083	149
7690	Candidatus Latescibacteria bacterium	17257420	2781
7691	Planotortrix octo	17247811	17363
7692	Vibrio navarrensis	17241327	733
7693	Cutaneotrichosporon daszewskae	17233630	21
7694	Streptomyces xanthophaeus	17228863	367
7695	Botryozyma nematodophila	17226999	11002
7696	Verrucomicrobiaceae bacterium	17218999	1053
7697	Pantoea rodasii	17218757	367
7698	Vibrio maritimus	17178856	233
7699	Plectus murrayi	17175938	33951
7700	Aeromonas schubertii	17169822	341
7701	uncultured Flavonifractor sp.	17166979	300
7702	Pseudomicrostroma glucosiphilum	17166547	90
7703	Bacillus butanolivorans	17160969	195
7704	Lipomyces mesembrius	17151941	545
7705	Bifidobacterium asteroides	17144590	187
7706	Veillonella parvula	17143703	2643
7707	uncultured delta proteobacterium	17103183	17978
7708	Nitrospira sp.	17103167	770
7709	Sulfurimonas sp.	17096096	900
7710	Streptomyces rubidus	17092380	2005
7711	Allokutzneria albata	17083933	157
7712	Niastella yeongjuensis	17081869	123
7713	Syritta pipiens	17067969	23587
7714	Prototheca stagnorum	17065227	86
7715	Streptomyces decoyicus	17062065	3254
7716	Blastopirellula sp.	17060790	670
7717	Streptomyces rimosus	17028103	614
7718	Xylobiops basilaris	17027135	16811
7719	Eucalyptus globulus	17018025	29373
7720	Megajapyx sp. UVienna-2012	17009109	46501
7721	Mycobacterium kubicae	16993767	428
7722	Legionella sainthelensi	16991223	75
7723	Bacillus megaterium NBRC 15308 = ATCC 14581	16987659	135
7724	Pseudomonas donghuensis	16986837	358
7725	Solea solea	16982995	23236
7726	Arcobacter cryaerophilus	16979726	1330
7727	Sipyloidea biplagiata	16970870	33515
7728	Rhipicephalus pulchellus	16946523	11245
7729	Pachycladon fastigiatum	16939392	40279
7730	Bradyrhizobium yuanmingense	16910898	1203
7731	Aeribacillus pallidus	16910176	552
7732	Paraburkholderia mimosarum LMG 23256 = NBRC 106338	16899964	651
7733	Hypocaccus fitchi	16899421	20336
7734	Elizabethkingia ursingii	16876776	82
7735	Papilio zelicaon	16865727	28340
7736	Rhizobium oryzae	16857716	137
7737	Vibrio harveyi NBRC 15634 = ATCC 14126	16855652	687
7738	Pelagibacterales bacterium	16855647	642
7739	Chryseobacterium lactis	16853569	56
7740	Cryptococcus gattii VGII CBS 7750	16853246	2938
7741	Cochlonema odontosperma	16842985	1821
7742	Sluginella kietlinskii	16834903	27800
7743	Pectinophora gossypiella	16833583	12145
7744	Paenibacillus jamilae	16814387	644
7745	Lonchoptera bifurcata	16799580	30363
7746	Malassezia japonica	16788533	400
7747	Bibio marci	16777694	27758
7748	Malassezia pachydermatis	16774789	830
7749	Streptomyces sp. AmelKG-E11A	16769312	130
7750	Microtetraspora glauca	16759244	323
7751	Caballeronia glathei	16751570	566
7752	Helicobacter suis	16715587	1036
7753	Weissella confusa	16704507	927
7754	Raphidia ariadne	16696594	29615
7755	Sporopachydermia lactativora	16688038	1233
7756	Bacillus thuringiensis serovar finitimus	16675113	856
7757	Trypanosoma brucei brucei TREU927	16666746	76
7758	Streptomyces sp. ScaeMP-e48	16650488	78
7759	Aspidistra saxicola	16649263	46972
7760	Sugiyamaella xylanicola	16645390	168
7761	Paracoccus versutus	16637107	600
7762	Brucella suis bv. 2	16631776	10
7763	Spathaspora hagerdaliae	16625502	1879
7764	Vibrio coralliirubri	16621154	372
7765	Streptomyces albireticuli	16619613	738
7766	Jaminaea rosea	16615981	46
7767	Pharyngomonas kirbyi	16612399	15049
7768	Scheffersomyces lignosus	16610202	37
7769	Adiantum capillus-veneris	16603364	30730
7770	Rathayibacter iranicus	16601532	367
7771	Cupriavidus oxalaticus	16598584	211
7772	Cephaloascus albidus	16593025	2180
7773	Rheinheimera sp.	16588897	530
7774	Pseudomonas toyotomiensis	16586662	154
7775	Helianthus ciliaris	16575641	21612
7776	Intestinimonas butyriciproducens	16575427	155
7777	Paenibacillus alginolyticus DSM 5050 = NBRC 15375	16560041	535
7778	Haliotis diversicolor	16559314	36105
7779	Cyanidioschyzon merolae strain 10D	16558118	37
7780	Streptomyces lividans TK24	16555830	346
7781	Staphylococcus saccharolyticus	16550375	121
7782	Polynucleobacter asymbioticus	16546192	865
7783	Absidia caerulea	16541793	19293
7784	Flavobacterium aquidurense	16536063	158
7785	Blastocystis sp. ATCC 50177/Nand II	16535699	614
7786	Roseateles depolymerans	16530238	97
7787	Nyssomyia neivai	16522983	11977
7788	Spironucleus vortens	16520839	24487
7789	Streptomyces parvulus	16511500	216
7790	Vibrio natriegens	16497169	250
7791	Herbidospora cretacea	16487996	126
7792	Methanosarcinales archaeon	16480180	3256
7793	Vibrio rotiferianus	16476162	1385
7794	Aceria tosichella	16462987	8780
7795	Rhodococcus imtechensis RKJ300 = JCM 13270	16459188	3670
7796	Streptomyces puniceus	16436800	234
7797	Sporopachydermia quercuum	16417917	22
7798	Haematobacter massiliensis	16400606	282
7799	Bacillus vallismortis	16398829	315
7800	Myroides marinus	16396409	447
7801	Boletopsis grisea	16392146	9170
7802	Cupriavidus basilensis	16391958	181
7803	Mameliella alba	16382452	161
7804	Oceanicaulis sp.	16378731	598
7805	Candidatus Pelagibacter ubique	16378502	1842
7806	Escherichia coli O104:H4 str. C227-11	16375806	71
7807	Phyllobacterium myrsinacearum	16364124	203
7808	Stenotrophomonas acidaminiphila	16362996	918
7809	Corollospora maritima	16356443	14684
7810	Candidatus Hamiltonella defensa	16346255	1762
7811	Rhodotorula sp. FNED7-22	16339983	2892
7812	Bacteroides sp. 3_1_33FAA	16330242	205
7813	Kitasatospora phosalacinea	16324511	598
7814	Cyanobium sp.	16316243	1700
7815	Crotalus adamanteus	16311406	7653
7816	Dipodascus albidus	16285600	748
7817	Micromonospora carbonacea	16266874	327
7818	Martiniozyma abiesophila	16243460	11426
7819	Polynucleobacter necessarius	16240761	1569
7820	Phaeobacter italicus	16238722	180
7821	Streptomyces clavuligerus	16235986	251
7822	Verrucomicrobium spinosum DSM 4136 = JCM 18804	16232821	497
7823	Streptomyces glaucescens	16216872	1222
7824	Thaumetopoea pityocampa	16209570	18270
7825	Syncephalis pseudoplumigaleata	16200350	3674
7826	Streptomyces cattleya NRRL 8057 = DSM 46488	16196343	11
7827	Lactobacillus sanfranciscensis	16195735	1642
7828	Antirrhinum majus	16191271	26334
7829	Phytomonas sp. isolate Hart1	16189793	2563
7830	Streptomyces scopuliridis RB72	16187782	520
7831	Campylobacter hyointestinalis subsp. lawsonii	16179626	688
7832	Phytomonas sp. isolate EM1	16173211	1468
7833	Streptomyces sp. Ncost-T6T-1	16164618	131
7834	Cenchrus ciliaris	16164087	24177
7835	Micromonospora echinospora	16162774	231
7836	Wickerhamomyces ciferrii	16158961	513
7837	Amblyomma sculptum	16143125	19928
7838	Brevundimonas diminuta	16113954	1086
7839	Streptomyces globisporus subsp. globisporus	16112740	382
7840	Metschnikowia sp. 04-226.1	16107639	956
7841	Penicillium raistrickii	16106929	17087
7842	Acropora hyacinthus	16106293	42489
7843	Erwinia billingiae	16104675	168
7844	Spirostomum sp. Valltjaern	16094744	16878
7845	Chryseobacterium carnipullorum	16081438	65
7846	Equid alphaherpesvirus 1	16073798	1030
7847	Staphylococcus intermedius	16071083	461
7848	Pseudomonas composti	16070793	278
7849	Eulemur macaco macaco	16067537	138
7850	Escherichia coli O104:H4 str. TY-2482	16063506	3334
7851	Bombus insularis	16061669	47384
7852	Pseudomonas psychrophila	16060473	382
7853	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993	16055203	48
7854	Paeonia suffruticosa	16047601	19282
7855	Parabacteroides sp. 20_3	16047398	245
7856	Minicystis rosea	16042216	2
7857	Serratia odorifera	16042019	229
7858	Ectobius sylvestris	16037528	22555
7859	Scheffersomyces stipitis	16032924	20164
7860	Paenibacillus elgii B69	16028383	388
7861	Xanthomonas citri pv. vignicola	16021927	76
7862	Acinetobacter baumannii ATCC 17978	16018100	13
7863	Leucocoprinus sp. HH-2015e	16013983	16179
7864	Sugiyamaella lignohabitans	16000493	29
7865	Coprococcus eutactus	15985580	330
7866	Acidithiobacillus ferrivorans	15979848	1487
7867	Burkholderia sp. IDO3	15961213	96
7868	Streptomyces sp. AmelKG-D3	15938371	203
7869	Bartonella apis	15934186	75
7870	Methylomonas methanica	15932794	392
7871	Moraxella bovoculi	15929524	91
7872	Photobacterium aphoticum	15928211	434
7873	Lysinibacillus xylanilyticus	15918423	1041
7874	Salmonella enterica subsp. diarizonae serovar 16:z10:e,n,x,z15	15903985	196
7875	Pseudomonas sp. URMO17WK12:I11	15899083	40
7876	Paenibacillus borealis	15897328	254
7877	Ochrobactrum pituitosum	15891907	42
7878	Batrachuperus yenyuanensis	15890521	13969
7879	Premolis semirufa	15884769	21213
7880	Streptomyces purpeochromogenes	15884483	234
7881	Desulfobulbaceae bacterium	15875703	1309
7882	Pollenia sp. poln016	15870211	11662
7883	Synergistes jonesii	15867724	411
7884	Rhodococcus pyridinivorans	15863686	269
7885	Plantago ovata	15853364	28261
7886	Xanthomonas citri pv. anacardii	15848922	679
7887	uncultured Fibrobacter sp.	15848511	2182
7888	Paraheptagyia tonnoiri	15844511	14237
7889	Lavandula angustifolia	15842979	8816
7890	Citrobacter europaeus	15836983	133
7891	Paenibacillus macerans	15835768	2351
7892	Scottnema lindsayae	15833835	29407
7893	Xanthomonas dyei	15833618	194
7894	Synechocystis sp. PCC 6803	15829610	757
7895	Streptomyces sp. Mg1	15828759	473
7896	Clostridium carboxidivorans P7	15827715	340
7897	Saccharum hybrid cultivar SP70-1143	15813053	24321
7898	Serratia nematodiphila	15812228	367
7899	Populus tomentosa	15807652	6586
7900	Eulaema nigrita	15805405	28353
7901	Psyttalia concolor	15800135	14766
7902	Cryptococcus depauperatus CBS 7841	15797590	68
7903	Bacillus cereus ATCC 4342	15794990	135
7904	Aggregatibacter segnis	15792016	249
7905	Streptococcus sobrinus	15742522	281
7906	Streptomyces sp. LamerLS-316	15731567	47
7907	Chanos chanos	15719441	40698
7908	Erythrobacteraceae bacterium	15715646	863
7909	Janthinobacterium sp. CG23_2	15704428	8
7910	Pseudomonas bauzanensis	15702615	110
7911	Burkholderia metallica	15693694	334
7912	Paenibacillus elgii	15682520	282
7913	Rhizobium leguminosarum bv. viciae USDA 2370	15680030	199
7914	Cryptococcus depauperatus CBS 7855	15656276	41
7915	Xanthomonas arboricola pv. pruni	15651214	1415
7916	Mycobacterium shigaense	15642796	51
7917	Thalassobius mediterraneus	15634897	148
7918	Haloferax mediterranei ATCC 33500	15634781	39
7919	Ambrosiozyma vanderkliftii	15633748	4767
7920	Brevibacterium linens	15632017	273
7921	Rhodobacter capsulatus	15627756	648
7922	Clostridium tertium	15620236	271
7923	Ocimum basilicum	15611847	24156
7924	[Pseudomonas] mesoacidophila	15606105	163
7925	Streptomyces sp. 4F	15598763	3095
7926	Ferdinandea cuprea	15598102	16257
7927	Taphrina flavorubra JCM 22207	15594026	1267
7928	Saccharopolyspora hirsuta	15591631	39
7929	Avibacterium paragallinarum	15587742	937
7930	Paraburkholderia sprentiae WSM5005	15584583	104
7931	Filimonas lacunae	15581026	45
7932	Coleochaete sp. CFD	15575587	18386
7933	Hyphopichia pseudoburtonii	15561753	35
7934	Theileria equi	15550151	8391
7935	Escherichia coli Nissle 1917	15537862	151
7936	Shewanella baltica	15536206	692
7937	Parvibaculum sp.	15518365	471
7938	Trypanoplasma borreli	15509679	15743
7939	Blastobotrys niveus	15505903	6889
7940	Vibrio antiquarius	15501598	401
7941	Acidithiobacillus caldus	15492021	2588
7942	Halomonas meridiana	15482629	547
7943	Malassezia sympodialis ATCC 42132	15479401	98
7944	Caballeronia zhejiangensis	15477672	320
7945	Candidatus Liberibacter asiaticus	15472799	4189
7946	Paenibacillus naphthalenovorans	15471300	177
7947	Lodderomyces elongisporus NRRL YB-4239	15469206	151
7948	Jejuia pallidilutea	15464251	297
7949	Pseudomonas oleovorans	15460439	448
7950	Blastocystis sp. subtype 6	15456981	899
7951	Scheffersomyces stipitis CBS 6054	15450853	16
7952	Escherichia coli ATCC 25922	15440718	278
7953	Bradyrhizobium sp. ORS 285	15435754	331
7954	Vibrio variabilis	15427420	467
7955	Cuscuta suaveolens	15396313	15453
7956	Vibrio campbellii CAIM 519 = NBRC 15631	15392193	634
7957	Xylella fastidiosa subsp. multiplex	15370343	1416
7958	Streptomyces badius	15367696	62
7959	Human immunodeficiency virus	15367093	15129
7960	Picochlorum sp. 'soloecismus'	15363903	40
7961	Tetragenococcus halophilus	15362426	546
7962	Telmatopelopia nemorum	15359588	13773
7963	Azospirillum brasilense Sp245	15349924	119
7964	Mycolicibacterium hassiacum DSM 44199	15349228	274
7965	Jiangella alba	15349104	92
7966	Frankia canadensis	15347321	1137
7967	Ambrosiozyma oregonensis	15339212	823
7968	bacteria symbiont BFo1 of Frankliniella occidentalis	15338123	849
7969	cyanobacterium TDX16	15334608	4028
7970	Glomeris pustulata	15333872	40839
7971	Paenibacillus riograndensis SBR5	15328604	1979
7972	Entamoeba terrapinae	15326379	24314
7973	Simian-Human immunodeficiency virus	15323637	9342
7974	Gymnodinium catenatum	15318159	33812
7975	Hyles euphorbiae	15297077	18665
7976	Jiangella alkaliphila	15286746	165
